# Model: wabs(mekal) for inner50 spectra; Fit Range = 0.5 - 7.0; Count Rates = 0.5 - 7.0 keV
# Nh frozen = yes; Fe frozen = no; z frozen = yes; Confidence Levels = 2.71; Systematic error = 0.00
# Cluster                  ObsID    Rin   Rout  nh20   nlo   nhi    Tx   Tlo   Thi    Fe  Felo  Fehi       Norm     Normlo     Normhi   Tx2  Tlo2  Thi2      Norm2    Normlo2    Normhi2       z     zlo     zhi     Cr   Src%  chisq    dof
ABELL_3112                  2516  0.000  0.610  2.50  0.00  0.00  3.55  3.44  3.65  0.95  0.85  1.04   7.90e-03   7.68e-03   8.12e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0720  0.0000  0.0000  1.856   98.4   1.06    237
ABELL_3120                  6951  0.000  0.630  2.43  0.00  0.00  2.21  2.05  2.40  0.95  0.67  1.34   5.65e-04   4.87e-04   6.49e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0690  0.0000  0.0000  0.086   94.2   1.10     67
ABELL_3266                   899  0.000  0.730  1.72  0.00  0.00  7.30  6.59  8.14  0.42  0.23  0.63   1.65e-03   1.58e-03   1.72e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0590  0.0000  0.0000  0.217   96.3   0.97    163
ABELL_3364                  9419  0.000  0.320  2.06  0.00  0.00 22.03 12.37 63.33  1.52  0.00 1000.00   3.80e-04   0.00e+00   5.27e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1483  0.0000  0.0000  0.047   96.1   0.94     32
ABELL_3391                  4943  0.000  0.800  5.46  0.00  0.00  6.63  5.66  8.01  0.71  0.28  1.25   8.44e-04   7.64e-04   9.28e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0560  0.0000  0.0000  0.119   90.4   0.78     51
ABELL_3395                  4944  0.000  0.840  6.94  0.00  0.00  5.27  4.41  6.40  0.48  0.00  1.27   5.28e-04   4.45e-04   6.06e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0510  0.0000  0.0000  0.071   88.3   0.93     49
ABELL_3528S                 8268  0.000  0.800  6.13  0.00  0.00  4.06  3.75  4.42  0.88  0.62  1.17   2.62e-03   2.41e-03   2.83e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0530  0.0000  0.0000  0.373   97.0   0.82     92
ABELL_3558                  1646  0.000  0.890  3.84  0.00  0.00  5.35  5.01  5.72  0.52  0.37  0.68   4.11e-03   3.95e-03   4.26e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0480  0.0000  0.0000  0.879   93.1   1.04    177
ABELL_3562                  4167  0.000  0.870  3.90  0.00  0.00  4.39  4.06  4.78  0.77  0.55  1.01   1.51e-03   1.41e-03   1.61e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0490  0.0000  0.0000  0.210   96.7   0.96    117
ABELL_3571                  4203  0.000  1.070  4.66  0.00  0.00  7.59  7.33  7.87  0.56  0.49  0.64   9.74e-03   9.59e-03   9.88e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0391  0.0000  0.0000  1.929   94.9   1.05    364
ABELL_3581                  1650  0.000  1.890  4.30  0.00  0.00  1.62  1.59  1.66  0.61  0.56  0.66   1.02e-02   9.83e-03   1.06e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0218  0.0000  0.0000  2.560   94.4   1.71    161
ABELL_3822                  8269  0.000  0.570  2.10  0.00  0.00  4.67  3.72  6.00  0.24  0.00  1.30   7.30e-04   5.67e-04   8.36e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0759  0.0000  0.0000  0.087   93.4   1.10     24
ABELL_3827                  7920  0.000  0.460  2.59  0.00  0.00  8.70  7.93  9.64  0.23  0.08  0.38   1.41e-03   1.37e-03   1.46e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0984  0.0000  0.0000  0.247   89.7   1.16    200
ABELL_3921                  4973  0.000  0.500  3.07  0.00  0.00  5.70  5.06  6.50  0.48  0.24  0.75   7.80e-04   7.29e-04   8.30e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0927  0.0000  0.0000  0.099   96.2   0.84     62
ABELL_4038                  4992  0.000  1.390  1.57  0.00  0.00  3.18  3.12  3.25  0.60  0.55  0.66   8.41e-03   8.23e-03   8.59e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0300  0.0000  0.0000  1.210   98.1   1.25    310
ABELL_4059                  5785  0.000  0.890  1.09  0.00  0.00  3.39  3.34  3.44  1.06  1.01  1.11   4.45e-03   4.38e-03   4.52e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0475  0.0000  0.0000  1.076   95.9   1.96    356
ABELL_S0405                 8272  0.000  0.710  7.23  0.00  0.00  4.98  3.93  6.53  0.00  0.00  0.51   8.16e-04   7.03e-04   8.78e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0613  0.0000  0.0000  0.088   90.1   0.61     24
ABELL_S0592                 9420  0.000  0.230  6.41  0.00  0.00  6.42  5.60  7.49  0.62  0.35  0.92   1.01e-03   9.39e-04   1.08e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2216  0.0000  0.0000  0.107   99.1   1.11     67
AC_114                      1562  0.000  0.180  1.44  0.00  0.00  6.56  5.48  8.06  0.87  0.43  1.59   1.26e-04   1.10e-04   1.39e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3120  0.0000  0.0000  0.021   88.3   0.91     47
AWM7                         908  0.000  2.380 10.34  0.00  0.00  3.46  3.42  3.50  0.79  0.75  0.83   2.05e-02   2.03e-02   2.08e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0172  0.0000  0.0000  2.789   96.8   1.83    413
CYGNUS_A                     360  0.000  0.760 35.23  0.00  0.00  6.10  5.98  6.23  1.17  1.11  1.23   1.95e-02   1.92e-02   1.97e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0561  0.0000  0.0000  3.021   97.9   3.64    427
ESO_5520200                 3206  0.000  1.330  4.29  0.00  0.00  2.20  2.05  2.37  0.71  0.53  0.94   1.12e-03   1.01e-03   1.24e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0314  0.0000  0.0000  0.168   87.5   1.02     94
EXO_0422-086                4183  0.000  1.060  6.22  0.00  0.00  3.19  3.08  3.31  1.21  1.04  1.41   6.09e-03   5.77e-03   6.45e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0397  0.0000  0.0000  1.011   98.9   1.45    172
HCG_0062                     921  0.000  2.800  3.32  0.00  0.00  0.91  0.90  0.91  0.26  0.25  0.27   3.50e-03   3.41e-03   3.58e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0146  0.0000  0.0000  0.967   63.9   8.10    252
HCG_42                      3215  0.000  3.070  5.15  0.00  0.00  0.75  0.74  0.76  0.37  0.33  0.44   8.88e-04   7.78e-04   9.85e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0133  0.0000  0.0000  0.266   36.6   1.68    169
M49                          321  0.000 12.210  1.43  0.00  0.00  0.98  0.98  0.99  0.34  0.32  0.35   1.04e-02   1.02e-02   1.07e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0033  0.0000  0.0000  2.830   49.0   4.71    425
MACS_J0035.4-2015           3262  0.000  0.170  1.55  0.00  0.00  6.94  5.13  9.90  0.07  0.00  0.60   3.82e-04   3.35e-04   4.15e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3644  0.0000  0.0000  0.032   98.9   0.94     15
MACS_J0242.5-2132           3266  0.000  0.180  2.71  0.00  0.00  3.68  3.44  3.94  0.81  0.59  1.08   2.58e-03   2.37e-03   2.79e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3140  0.0000  0.0000  0.261   99.8   0.82     89
MACS_J0257.6-2209           3267  0.000  0.180  2.02  0.00  0.00  5.56  4.53  7.28  1.06  0.51  1.78   3.13e-04   2.69e-04   3.63e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3224  0.0000  0.0000  0.034   98.7   0.73     23
MACS_J0308.9+2645           3268  0.000  0.180 11.88  0.00  0.00 11.35  7.97 20.55  0.43  0.00  1.19   4.19e-04   3.65e-04   4.70e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3240  0.0000  0.0000  0.036   98.8   1.18     20
MACS_J0417.5-1154           3270  0.000  0.150  4.00  0.00  0.00  4.84  4.14  5.87  0.26  0.00  0.56   1.35e-03   1.24e-03   1.48e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4400  0.0000  0.0000  0.102   99.6   0.86     40
MACS_J0429.6-0253           3271  0.000  0.160  5.70  0.00  0.00  4.16  3.78  4.62  0.87  0.59  1.18   1.06e-03   9.68e-04   1.15e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3990  0.0000  0.0000  0.093   99.7   1.14     62
MACS_J0520.7-1328           3272  0.000  0.180  8.88  0.00  0.00  9.13  6.72 14.26  0.83  0.09  1.67   4.49e-04   3.81e-04   5.11e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3398  0.0000  0.0000  0.043   99.0   1.06     18
MACS_J0547.0-3904           3273  0.000  0.250  4.08  0.00  0.00  2.73  2.46  3.03  0.19  0.05  0.37   1.10e-03   9.87e-04   1.22e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2100  0.0000  0.0000  0.095   99.1   1.58     62
MACS_J1115.8+0129           3275  0.000  0.390  4.36  0.00  0.00  5.08  4.57  5.70  0.09  0.00  0.24   2.26e-03   2.14e-03   2.37e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1200  0.0000  0.0000  0.256   99.3   1.48    104
MACS_J1131.8-1955           3276  0.000  0.180  4.49  0.00  0.00  9.82  4.82 41.64  0.00  0.00 1000.00   1.68e-04   0.00e+00   1.94e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3070  0.0000  0.0000  0.015   97.9   2.68      4
MACS_J1206.2-0847           3277  0.000  0.150  4.15  0.00  0.00  8.05  6.12 11.18  0.21  0.00  0.56   5.62e-04   5.12e-04   6.09e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4400  0.0000  0.0000  0.044   99.4   1.09     35
MACS_J1931.8-2634           3282  0.000  0.160  9.13  0.00  0.00  4.69  4.29  5.15  0.64  0.44  0.85   2.63e-03   2.48e-03   2.80e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3520  0.0000  0.0000  0.227   99.8   0.93     91
MACS_J2049.9-3217           3283  0.000  0.180  5.99  0.00  0.00 10.95  7.11 45.74 42.52  0.00 1000.00   2.94e-05   0.00e+00   2.44e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3254  0.0000  0.0000  0.018   97.8   1.76      8
MACS_J2211.7-0349           3284  0.000  0.210  5.86  0.00  0.00 10.49  8.22 14.11  0.16  0.00  0.46   1.03e-03   9.67e-04   1.10e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2700  0.0000  0.0000  0.100   99.5   1.12     56
MACS_J2228+2036             3285  0.000  0.160  4.52  0.00  0.00  7.54  5.05 16.22  1.19  0.09  2.84   1.55e-04   1.15e-04   1.91e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4120  0.0000  0.0000  0.015   98.2   0.50      8
MACS_J2229.7-2755           3286  0.000  0.180  1.34  0.00  0.00  3.27  3.04  3.53  0.66  0.44  0.92   1.80e-03   1.64e-03   1.98e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3240  0.0000  0.0000  0.168   99.7   1.00     73
MACS_J2245.0+2637           3287  0.000  0.190  5.50  0.00  0.00  4.78  4.17  5.61  0.83  0.49  1.26   8.73e-04   7.85e-04   9.64e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3040  0.0000  0.0000  0.088   99.4   1.11     44
MKW3S                        900  0.000  0.980  3.05  0.00  0.00  3.36  3.30  3.41  0.76  0.71  0.81   7.72e-03   7.59e-03   7.85e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0450  0.0000  0.0000  1.208   98.6   1.35    326
MKW_04                      3234  0.000  2.070  1.90  0.00  0.00  1.83  1.80  1.85  1.23  1.15  1.31   3.64e-03   3.52e-03   3.77e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0198  0.0000  0.0000  1.170   77.5   2.01    227
MKW_08                      4942  0.000  1.530  2.60  0.00  0.00  3.92  3.60  4.26  0.99  0.71  1.34   9.48e-04   8.63e-04   1.03e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0270  0.0000  0.0000  0.157   84.3   0.87    115
MS_0016.9+1609               520  0.000  0.130  4.06  0.00  0.00  7.22  5.15 11.49  0.71  0.26  1.23   1.20e-04   1.06e-04   1.34e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5410  0.0000  0.0000  0.010   97.8   1.43     21
MS_0116.3-0115              4963  0.000  0.930  3.83  0.00  0.00  2.17  2.00  2.37  0.94  0.70  1.29   2.90e-04   2.53e-04   3.24e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0452  0.0000  0.0000  0.071   45.4   1.17     79
MS_0440.5+0204              4196  0.000  0.260  9.10  0.00  0.00  4.94  4.33  5.83  1.06  0.61  1.60   5.70e-04   5.04e-04   6.37e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1900  0.0000  0.0000  0.097   94.6   1.33     46
MS_0451.6-0305               902  0.000  0.130  5.68  0.00  0.00 31.39 11.09 79.90  1.73  0.00  8.60   1.63e-04   1.22e-04   2.39e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5386  0.0000  0.0000  0.018   92.1   0.80     25
MS_0735.6+7421              4197  0.000  0.240  3.40  0.00  0.00  3.65  3.49  3.83  0.76  0.62  0.91   1.14e-03   1.09e-03   1.19e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2160  0.0000  0.0000  0.191   97.7   0.99    158
MS_0839.8+2938              2224  0.000  0.260  3.92  0.00  0.00  3.41  3.20  3.63  0.85  0.67  1.06   8.91e-04   8.35e-04   9.50e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1940  0.0000  0.0000  0.172   96.2   1.05    113
MS_0906.5+1110               924  0.000  0.300  3.60  0.00  0.00  5.65  4.91  6.68  0.45  0.17  0.75   5.73e-04   5.28e-04   6.14e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1630  0.0000  0.0000  0.067   97.9   1.06     63
MS_1006.0+1202               925  0.000  0.240  3.63  0.00  0.00  8.39  5.48 15.99  0.19  0.00 1000.00   1.37e-04   0.00e+00   1.54e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2210  0.0000  0.0000  0.014   94.7   1.59     13
MS_1008.1-1224               926  0.000  0.190  6.71  0.00  0.00  5.18  4.22  7.10  0.51  0.00  1.27   1.72e-04   1.42e-04   1.99e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3010  0.0000  0.0000  0.017   96.7   1.29     23
MS_1455.0+2232              4192  0.000  0.210  3.35  0.00  0.00  3.94  3.82  4.06  0.52  0.46  0.59   2.49e-03   2.43e-03   2.55e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2590  0.0000  0.0000  0.228   99.8   1.20    255
MS_2137.3-2353              4974  0.000  0.180  3.40  0.00  0.00  4.25  3.99  4.53  0.59  0.44  0.75   2.11e-03   2.01e-03   2.22e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3130  0.0000  0.0000  0.295   99.0   0.91    131
MS_J1157.3+5531             4964  0.000  0.570  1.22  0.00  0.00  1.52  1.47  1.57  0.60  0.52  0.69   4.24e-04   3.97e-04   4.53e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0810  0.0000  0.0000  0.100   79.4   2.31    102
NGC_0507                    2882  0.000  2.490  5.30  0.00  0.00  1.20  1.19  1.21  0.38  0.35  0.41   4.29e-03   4.12e-03   4.46e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0164  0.0000  0.0000  0.630   89.6   1.93    205
NGC_5813                    5907  0.000  6.130  4.34  0.00  0.00  0.65  0.65  0.65  0.51  0.48  0.53   5.69e-03   5.44e-03   5.94e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0066  0.0000  0.0000  2.097   49.8   3.44    405
NGC_5846                     788  0.000  7.090  4.21  0.00  0.00  0.69  0.68  0.69  0.22  0.21  0.23   7.06e-03   6.78e-03   7.35e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0057  0.0000  0.0000  1.709   52.3   2.39    279
OPHIUCHUS                   3200  0.000  1.480 36.00  0.00  0.00  7.66  7.54  7.78  0.53  0.50  0.56   4.32e-02   4.29e-02   4.35e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0280  0.0000  0.0000  5.634   96.1   1.59    441
RBS_0461                    4182  0.000  1.430 16.16  0.00  0.00  2.80  2.67  2.94  0.54  0.42  0.67   2.47e-03   2.33e-03   2.63e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0290  0.0000  0.0000  0.291   92.8   0.92    157
RCS_J2327-0204              7355  0.000  0.250  4.84  0.00  0.00  6.98  5.82  8.45  0.01  0.00  0.28   6.10e-04   5.73e-04   6.34e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2000  0.0000  0.0000  0.086   90.9   1.08     66
RX_J0220.9-3829             9411  0.000  0.230  1.85  0.00  0.00  3.28  2.98  3.60  1.50  0.94  2.28   5.00e-04   4.08e-04   5.90e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2287  0.0000  0.0000  0.068   98.4   0.83     42
RX_J0232.2-4420             4993  0.000  0.210  2.53  0.00  0.00  5.12  4.55  5.87  0.90  0.57  1.29   1.04e-03   9.49e-04   1.14e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2836  0.0000  0.0000  0.109   99.3   0.97     43
RX_J0439+0520                527  0.000  0.250 10.02  0.00  0.00  3.34  3.04  3.67  0.73  0.42  1.11   1.61e-03   1.41e-03   1.81e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2080  0.0000  0.0000  0.170   99.6   1.01     50
RX_J0528.9-3927             4994  0.000  0.210  2.36  0.00  0.00  5.97  4.84  8.03  0.45  0.00  0.93   7.08e-04   6.30e-04   7.80e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2632  0.0000  0.0000  0.070   99.0   1.20     27
RX_J0819.6+6336             2199  0.000  0.390  4.11  0.00  0.00  3.55  3.09  4.09  0.85  0.46  1.39   5.43e-04   4.68e-04   6.18e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1190  0.0000  0.0000  0.120   89.4   1.32     41
RX_J1000.4+4409             9421  0.000  0.310  1.08  0.00  0.00  2.65  2.34  2.97  0.36  0.14  0.68   7.12e-04   6.10e-04   8.26e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1540  0.0000  0.0000  0.074   97.5   1.22     43
RX_J1022.1+3830             6942  0.000  0.870  1.41  0.00  0.00  2.38  2.23  2.56  0.75  0.60  0.94   4.79e-04   4.44e-04   5.16e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0491  0.0000  0.0000  0.110   58.7   0.92    119
RX_J1130.0+3637             6945  0.000  0.720  2.10  0.00  0.00  1.54  1.47  1.63  0.47  0.37  0.59   3.45e-04   3.12e-04   3.76e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0600  0.0000  0.0000  0.072   57.3   1.18     83
RX_J1320.2+3308             6941  0.000  1.150  1.06  0.00  0.00  0.97  0.96  0.99  0.36  0.33  0.41   7.59e-04   6.90e-04   8.07e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0366  0.0000  0.0000  0.202   61.6   2.39    113
RX_J1504.1-0248             5793  0.000  0.240  6.27  0.00  0.00  5.23  5.10  5.36  0.44  0.39  0.49   1.13e-02   1.11e-02   1.15e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2150  0.0000  0.0000  1.146   99.9   1.36    350
RX_J1539.5-8335             8266  0.000  0.600  7.78  0.00  0.00  3.60  3.43  3.80  0.71  0.57  0.87   6.17e-03   5.85e-03   6.46e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0728  0.0000  0.0000  0.800   99.2   1.63    147
RX_J1720.1+2638             4361  0.000  0.300  4.02  0.00  0.00  4.53  4.32  4.75  0.58  0.47  0.69   3.85e-03   3.73e-03   3.99e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1640  0.0000  0.0000  0.450   99.7   0.97    195
RX_J1852.1+5711             5749  0.000  0.420  5.17  0.00  0.00  2.86  2.58  3.15  0.56  0.31  0.90   6.03e-04   5.26e-04   6.81e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1094  0.0000  0.0000  0.069   95.9   0.97     64
RX_J2129.6+0005              552  0.000  0.220  4.30  0.00  0.00  4.13  3.70  4.65  0.47  0.24  0.74   1.83e-03   1.67e-03   1.98e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2350  0.0000  0.0000  0.190   99.6   0.97     57
SC_1327-312                 4165  0.000  0.800  3.89  0.00  0.00  3.16  2.81  3.55  0.70  0.40  1.11   7.75e-04   6.73e-04   8.75e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0531  0.0000  0.0000  0.106   93.2   1.36     54
SERSIC_159-03               1668  0.000  0.740  1.89  0.00  0.00  2.35  2.28  2.42  0.43  0.38  0.49   1.01e-02   9.76e-03   1.04e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0580  0.0000  0.0000  2.071   97.8   1.18    184
SS2B153                     3243  0.000  2.210  4.12  0.00  0.00  0.84  0.84  0.85  0.49  0.46  0.53   3.74e-03   3.52e-03   3.93e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0186  0.0000  0.0000  1.312   85.7   4.36    145
UGC_03957                   8265  0.000  1.220  4.63  0.00  0.00  2.73  2.61  2.85  1.15  0.95  1.40   4.72e-03   4.35e-03   5.09e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0341  0.0000  0.0000  0.785   96.8   1.40    136
UGC_12491                   7896  0.000  2.350 10.80  0.00  0.00  1.00  0.99  1.01  0.29  0.27  0.31   3.77e-03   3.61e-03   3.92e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0174  0.0000  0.0000  0.696   51.0   3.10    207
ZWCL_1215                   4184  0.000  0.580  1.76  0.00  0.00  5.79  4.77  7.20  0.00  0.00  0.56   9.51e-04   8.38e-04   1.00e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0750  0.0000  0.0000  0.118   96.4   0.93     46
ZWCL_1358+6245               516  0.000  0.170  1.94  0.00  0.00  4.27  3.83  4.82  0.44  0.24  0.66   5.02e-04   4.66e-04   5.35e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3280  0.0000  0.0000  0.077   96.6   0.85     79
ZWCL_1742                   8267  0.000  0.580  3.66  0.00  0.00  2.97  2.80  3.14  0.82  0.63  1.03   4.10e-03   3.79e-03   4.42e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0757  0.0000  0.0000  0.564   98.9   0.82    123
ZWCL_1953                   1659  0.000  0.160  3.10  0.00  0.00  8.70  5.63 18.22  0.40  0.00  1.41   1.93e-04   1.57e-04   2.23e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3800  0.0000  0.0000  0.017   97.6   0.26     11
ZWCL_3146                    909  0.000  0.190  2.70  0.00  0.00  4.17  4.01  4.33  0.48  0.40  0.57   3.11e-03   3.02e-03   3.20e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2900  0.0000  0.0000  0.325   99.8   1.24    212
ZWCL_7160                    543  0.000  0.210  3.10  0.00  0.00  3.93  3.60  4.32  0.61  0.40  0.84   2.35e-03   2.17e-03   2.52e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2578  0.0000  0.0000  0.253   99.7   0.87     72
ZWICKY_2701                 3195  0.000  0.250  0.83  0.00  0.00  3.85  3.61  4.11  0.90  0.70  1.13   1.00e-03   9.39e-04   1.06e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2100  0.0000  0.0000  0.195   97.5   0.94    116
ZwCl_0857.9+2107            7897  0.000  0.220  3.38  0.00  0.00  3.08  2.80  3.38  0.71  0.42  1.07   1.76e-03   1.54e-03   1.98e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2350  0.0000  0.0000  0.183   99.5   0.76     49
1E0657_56        5356+3184+5361  0.000  0.190  6.53  0.00  0.00 11.91 10.43 13.85  0.33  0.15  0.51   3.09e-04   2.95e-04   3.15e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2960  0.0000  0.0000  0.030   98.3   1.00    251
ABELL_0209             3579+522  0.000  0.250  1.68  0.00  0.00  9.28  6.36 14.26  0.10  0.00  1.52   3.86e-04   2.97e-04   4.26e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2060  0.0000  0.0000  0.037   98.8   0.86     19
ABELL_0262            7921+2215  0.000  2.490  5.64  0.00  0.00  1.93  1.92  1.94  0.74  0.73  0.76   9.93e-03   9.84e-03   1.00e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0164  0.0000  0.0000  2.272   84.3   6.65    725
ABELL_0267            3580+1448  0.000  0.230  2.74  0.00  0.00  6.84  5.60  8.83  0.73  0.10  1.50   3.38e-04   2.89e-04   3.89e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2300  0.0000  0.0000  0.038   97.8   0.77     34
ABELL_0401             518+2309  0.000  0.610 12.48  0.00  0.00  5.58  5.06  6.20  0.41  0.16  0.67   1.64e-03   1.54e-03   1.74e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0745  0.0000  0.0000  0.218   13.3   1.90    173
ABELL_0426            3209+4289  0.000  2.290 14.56  0.00  0.00  3.61  0.00  0.00  0.59  0.00  0.00   2.57e-01   0.00e+00   0.00e+00  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0179  0.0000  0.0000 45.240   98.8  15.46    884
ABELL_0478            1669+6102  0.000  0.510 30.90  0.00  0.00  4.98  4.89  5.08  0.49  0.45  0.52   1.59e-02   1.57e-02   1.61e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0883  0.0000  0.0000  2.014   99.7   1.17    626
